# OSU MPI-CUDA Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      40.42
8                      40.35
16                     40.10
32                     39.84
64                     40.32
128                    42.50
256                    47.28
512                    47.19
1024                   51.58
2048                   54.86
4096                   66.44
8192                   68.08
16384                  76.37
32768                  90.57
65536                 126.64
131072                184.41
262144                310.77
524288                569.74
1048576              1099.96
