# OSU NCCL-CUDA Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      54.49
2                      54.37
4                      54.01
8                      54.00
16                     53.48
32                     52.83
64                     53.36
128                    55.50
256                    55.39
512                    57.30
1024                   62.35
2048                   68.58
4096                   75.54
8192                  117.58
16384                 157.13
32768                 187.17
65536                 181.62
131072                190.50
262144                241.76
524288                382.71
1048576               704.70
