# OSU NCCL-CUDA Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                      41.98
8                      41.10
16                     42.38
32                     40.76
64                     44.36
128                    45.16
256                    45.24
512                    47.40
1024                   53.16
2048                   55.55
4096                   64.54
8192                   72.62
16384                  89.02
32768                 129.09
65536                 176.59
131072                147.35
262144                244.68
524288                342.32
1048576               776.64
