# OSU NCCL-CUDA Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      91.04
2                      89.77
4                      89.62
8                      89.01
16                     88.28
32                     89.15
64                     89.75
128                    92.50
256                    93.88
512                    98.87
1024                  109.81
2048                  122.05
4096                  140.07
8192                  243.27
16384                 338.21
32768                 369.86
65536                 381.31
131072                399.40
262144                476.14
524288                788.12
1048576              1461.09
