# OSU NCCL-CUDA Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      36.13
2                      35.98
4                      34.64
8                      34.95
16                     34.33
32                     35.02
64                     34.92
128                    35.88
256                    36.26
512                    38.03
1024                   39.14
2048                   41.57
4096                   45.09
8192                   63.16
16384                  78.52
32768                  91.80
65536                  91.03
131072                 97.42
262144                123.31
524288                187.42
1048576               339.51
