# OSU NCCL-CUDA Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                     156.31
2                     155.41
4                     153.96
8                     154.37
16                    153.55
32                    152.94
64                    153.87
128                   156.78
256                   160.84
512                   169.87
1024                  182.73
2048                  191.07
4096                  225.15
8192                  404.49
16384                 535.32
32768                 496.03
65536                 665.12
131072                456.18
262144               1573.02
524288               1534.77
1048576              2862.03
