# OSU NCCL-CUDA Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                      45.21
8                      44.36
16                     44.15
32                     44.14
64                     49.23
128                    49.57
256                    50.05
512                    51.38
1024                   52.73
2048                   55.00
4096                   59.79
8192                   65.71
16384                  76.42
32768                  96.24
65536                 139.88
131072                110.58
262144                134.87
524288                233.86
1048576               482.09
