# OSU NCCL-CUDA Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                      16.96
8                      16.31
16                     16.33
32                     16.93
64                     17.52
128                    17.47
256                    17.58
512                    17.55
1024                   17.53
2048                   17.55
4096                   17.78
8192                   18.16
16384                  19.07
32768                  19.34
65536                  19.56
131072                 20.03
262144                 20.55
524288                 23.00
1048576                26.19
