# OSU NCCL-CUDA Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      32.97
2                      31.94
4                      31.10
8                      31.38
16                     31.45
32                     31.70
64                     32.05
128                    32.80
256                    33.32
512                    33.69
1024                   33.94
2048                   34.64
4096                   35.71
8192                   44.13
16384                  48.00
32768                  60.26
65536                  56.08
131072                 74.82
262144                108.95
524288                180.23
1048576               331.48
