# OSU MPI-CUDA Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      61.98
2                      60.04
4                      59.84
8                      60.26
16                     61.64
32                     63.26
64                     62.62
128                    63.31
256                    63.88
512                    66.93
1024                   67.83
2048                   71.11
4096                   74.00
8192                   81.82
16384                  95.46
32768                 117.63
65536                 158.47
131072                240.00
262144                403.32
524288                727.87
1048576              1378.27
