# OSU MPI-CUDA Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      48.48
8                      47.68
16                     47.05
32                     47.31
64                     47.37
128                    48.37
256                    55.27
512                    56.62
1024                   80.07
2048                   86.54
4096                  133.04
8192                  140.26
16384                 147.83
32768                 151.62
65536                 166.76
131072                185.54
262144                196.77
524288                281.08
1048576               224.61
