# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      17.14
8                      17.18
16                     16.89
32                     16.59
64                     16.63
128                    17.73
256                    20.97
512                    35.88
1024                   56.84
2048                   62.17
4096                  106.76
8192                  111.79
16384                 118.53
32768                 126.78
65536                 135.70
131072                159.73
262144                224.58
524288                368.21
1048576               816.06
