# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      53.43
2                      52.51
4                      54.04
8                      52.03
16                     52.72
32                     53.97
64                     54.34
128                    80.11
256                    80.69
512                    82.87
1024                   79.60
2048                   79.95
4096                   79.86
8192                   83.06
16384                  85.73
32768                  90.06
65536                  90.37
131072                114.48
262144                229.71
524288                668.28
1048576              1337.21
