# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     204.70
2                     201.64
4                     214.96
8                     204.99
16                    242.08
32                    224.82
64                    234.27
128                   237.35
256                   241.71
512                   250.12
1024                  153.48
2048                  156.58
4096                  164.38
8192                  186.30
16384                 207.69
32768                 210.01
65536                 237.34
131072                504.44
262144               1061.60
524288               2773.68
1048576              5098.15
