# OSU NCCL-CUDA Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      85.49
2                      84.58
4                      84.22
8                      83.50
16                     82.33
32                     81.91
64                     82.52
128                    84.96
256                    87.67
512                    89.27
1024                   95.69
2048                   97.02
4096                  107.57
8192                  186.11
16384                 236.18
32768                 205.29
65536                 188.88
131072                233.65
262144                784.82
524288                764.14
1048576              1422.02
