# OSU NCCL-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     392.45
2                     390.92
4                     392.04
8                     386.44
16                    379.12
32                    378.69
64                    376.40
128                   376.34
256                   355.04
512                   355.10
1024                  356.57
2048                  392.96
4096                  369.32
8192                  391.36
16384                 436.74
32768                 546.47
65536                 961.54
131072               1461.45
262144               2833.52
524288               5717.92
1048576             19188.83
