# OSU MPI-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      46.57
2                      45.62
4                      45.26
8                      45.21
16                     45.39
32                     46.16
64                     47.12
128                    47.57
256                    71.56
512                    76.39
1024                   61.89
2048                   61.59
4096                   63.28
8192                   77.58
16384                  79.87
32768                  76.90
65536                  76.96
131072                 64.06
262144                 86.10
524288                211.07
1048576               359.41
