# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.44
2                      10.36
4                      10.32
8                      10.41
16                     10.63
32                     10.64
64                     11.12
128                    11.20
256                    11.86
512                    21.47
1024                   41.88
2048                   42.53
4096                   41.37
8192                   44.91
16384                  48.82
32768                  57.08
65536                  74.43
131072                 93.24
262144                155.86
524288                299.77
1048576               649.77
