# OSU MPI-CUDA Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      54.14
8                      52.04
16                     52.34
32                     51.95
64                     52.26
128                    53.35
256                    61.76
512                    62.86
1024                   87.12
2048                   95.59
4096                  143.57
8192                  153.45
16384                 163.50
32768                 165.12
65536                 183.96
131072                212.37
262144                284.70
524288                305.41
1048576               254.47
