# OSU MPI-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     105.07
2                     104.33
4                     103.89
8                     104.49
16                    106.72
32                    107.78
64                    134.31
128                   138.46
256                   140.55
512                   145.40
1024                  104.26
2048                  103.87
4096                  107.07
8192                  217.65
16384                 227.75
32768                 184.70
65536                 147.98
131072                232.99
262144                487.20
524288               1082.60
1048576              1996.12
