# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      26.67
8                      25.69
16                     25.65
32                     25.17
64                     25.59
128                    26.74
256                    32.75
512                    48.14
1024                   70.48
2048                   77.28
4096                  126.09
8192                  133.17
16384                 140.84
32768                 149.58
65536                 159.98
131072                185.21
262144                262.30
524288                513.49
1048576               878.25
