# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      25.61
2                      25.59
4                      25.18
8                      24.74
16                     25.07
32                     27.20
64                     27.56
128                    28.03
256                    28.27
512                    37.54
1024                   57.21
2048                   60.04
4096                   62.45
8192                   68.55
16384                  79.88
32768                  99.58
65536                 134.67
131072                205.81
262144                351.29
524288                647.02
1048576              1267.45
