# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.85
2                      16.37
4                      16.66
8                      16.25
16                     16.47
32                     16.18
64                     18.04
128                    17.77
256                    18.63
512                    19.04
1024                   59.81
2048                   60.32
4096                   60.36
8192                   61.18
16384                  62.55
32768                  62.22
65536                  56.95
131072                 74.69
262144                 94.13
524288                149.04
1048576               297.60
