# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      20.94
2                      20.91
4                      20.21
8                      20.40
16                     20.39
32                     21.16
64                     21.91
128                    22.16
256                    22.01
512                    30.50
1024                   48.67
2048                   50.16
4096                   52.16
8192                   54.71
16384                  59.63
32768                  71.68
65536                  93.75
131072                143.71
262144                240.65
524288                433.45
1048576               825.08
