# OSU NCCL-CUDA Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                      30.89
8                      30.90
16                     30.69
32                     30.71
64                     33.04
128                    33.38
256                    33.28
512                    34.06
1024                   34.75
2048                   36.33
4096                   38.36
8192                   43.11
16384                  48.53
32768                  58.28
65536                 178.72
131072                215.71
262144                259.32
524288                234.78
1048576               269.19
