# OSU MPI-CUDA Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      57.77
2                      55.91
4                      55.66
8                      55.01
16                     56.09
32                     57.66
64                     57.37
128                    57.60
256                    58.07
512                    58.87
1024                   57.44
2048                   60.99
4096                   62.48
8192                   64.90
16384                  72.56
32768                  84.22
65536                 101.99
131072                138.42
262144                209.88
524288                353.44
1048576               639.78
