# OSU NCCL-CUDA All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                      59.19
2                      57.16
4                      56.97
8                      56.60
16                     56.17
32                     56.61
64                     56.07
128                    56.59
256                    56.48
512                    56.36
1024                   56.51
2048                   57.31
4096                   57.37
8192                   58.13
16384                  60.39
32768                  68.22
65536                  89.28
131072                130.56
262144                214.94
524288                377.02
1048576               780.82
