# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                    2572.11
2                    2515.10
4                    2512.50
8                    2509.60
16                   2517.83
32                   2649.70
64                   2526.16
128                 11505.33
256                  2421.03
512                  2448.99
1024                 2488.62
2048                 2690.82
4096                 2968.60
8192                10204.87
16384               10195.16
32768                3072.40
65536                6247.81
131072               7410.95
262144              14800.77
524288              43937.93
1048576             70801.11

MPICH Slingshot Network Summary: 88 network timeouts

