# nccl-tests version 2.17.9 nccl-headers=22902 nccl-library=22902
# Collective test starting: all_gather_perf
# nThread 1 nGpus 1 minBytes 1 maxBytes 134217728 step: 2(factor) warmup iters: 1 iters: 20 agg iters: 1 validation: 1 graph: 0
#
# Using devices
#
#                                                              out-of-place                       in-place          
#       size         count      type   redop    root     time   algbw   busbw  #wrong     time   algbw   busbw  #wrong 
#        (B)    (elements)                               (us)  (GB/s)  (GB/s)             (us)  (GB/s)  (GB/s)         
           0             0     uint8    none      -1     0.31    0.00    0.00       0     0.24    0.00    0.00       0
           0             0     uint8    none      -1     0.24    0.00    0.00       0     0.28    0.00    0.00       0
           0             0     uint8    none      -1     0.28    0.00    0.00       0     0.30    0.00    0.00       0
           0             0     uint8    none      -1     0.29    0.00    0.00       0     0.28    0.00    0.00       0
           0             0     uint8    none      -1     0.27    0.00    0.00       0     0.27    0.00    0.00       0
           0             0     uint8    none      -1     0.25    0.00    0.00       0     0.24    0.00    0.00       0
           0             0     uint8    none      -1     0.25    0.00    0.00       0     0.27    0.00    0.00       0
           0             0     uint8    none      -1     0.25    0.00    0.00       0     0.24    0.00    0.00       0
           0             0     uint8    none      -1     0.24    0.00    0.00       0     0.24    0.00    0.00       0
         512            16     uint8    none      -1    73.52    0.01    0.01       0    73.99    0.01    0.01       0
        1024            32     uint8    none      -1    71.78    0.01    0.01       0    71.52    0.01    0.01       0
        2048            64     uint8    none      -1    72.00    0.03    0.03       0    73.78    0.03    0.03       0
        4096           128     uint8    none      -1    73.83    0.06    0.05       0    73.47    0.06    0.05       0
        8192           256     uint8    none      -1    75.71    0.11    0.10       0    77.71    0.11    0.10       0
       16384           512     uint8    none      -1    79.53    0.21    0.20       0    79.77    0.21    0.20       0
       32768          1024     uint8    none      -1    89.00    0.37    0.36       0    89.23    0.37    0.36       0
       65536          2048     uint8    none      -1    92.23    0.71    0.69       0    93.34    0.70    0.68       0
      131072          4096     uint8    none      -1   113.03    1.16    1.12       0   114.48    1.14    1.11       0
      262144          8192     uint8    none      -1   137.72    1.90    1.84       0   112.65    2.33    2.25       0
      524288         16384     uint8    none      -1   114.61    4.57    4.43       0   113.19    4.63    4.49       0
     1048576         32768     uint8    none      -1   248.89    4.21    4.08       0   183.27    5.72    5.54       0
     2097152         65536     uint8    none      -1   205.99   10.18    9.86       0   273.12    7.68    7.44       0
     4194304        131072     uint8    none      -1   265.25   15.81   15.32    7232   263.43   15.92   15.42    5312
     8388608        262144     uint8    none      -1   430.36   19.49   18.88    1792   530.49   15.81   15.32    7620
    16777216        524288     uint8    none      -1   242.44   69.20   67.04       0   302.78   55.41   53.68       0
    33554432       1048576     uint8    none      -1   773.01   43.41   42.05       0   417.14   80.44   77.92       0
    67108864       2097152     uint8    none      -1  8715.52    7.70    7.46       0  19026.7    3.53    3.42       0
   134217728       4194304     uint8    none      -1  1456.61   92.14   89.26       0  1456.28   92.16   89.28       0
# Out of bounds values : 123 FAILED
# Avg bus bandwidth    : 9.64514 
#
# Collective test concluded: all_gather_perf
#

