# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     101.01
2                     101.13
4                     101.42
8                     102.50
16                    107.20
32                    120.50
64                   1648.32
128                   184.08
256                   210.14
512                 11441.64
1024                  935.50
2048                 1258.77
4096                 1679.81
8192                 4775.65
16384                9501.48
32768               18743.81
65536               37893.34
131072              79167.04
262144             163551.07
524288             328470.69
1048576            656855.96
