# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      25.55
8                      25.29
16                     25.27
32                     45.59
64                     45.91
128                    48.29
256                    51.93
512                    54.45
1024                   55.91
2048                   68.09
4096                   64.51
8192                   67.40
16384                  77.50
32768                 103.99
65536                 149.49
131072                249.00
262144                446.87
524288                836.74
1048576              1638.29
