# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                     217.86
8                     217.85
16                    201.68
32                    201.79
64                     92.23
128                    94.35
256                    98.10
512                   104.50
1024                  112.84
2048                  128.30
4096                  136.03
8192                  228.68
16384                 254.19
32768                 252.44
65536                 262.21
131072                360.20
262144                389.01
524288                430.59
1048576               609.76
