# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     194.89
2                     193.85
4                     193.99
8                     194.62
16                    194.36
32                    194.62
64                    194.99
128                   196.54
256                   194.34
512                   195.02
1024                  195.88
2048                  211.33
4096                  207.96
8192                 9946.97
16384                 411.72
32768                 424.59
65536                 810.42
131072                841.51
262144               1603.36
524288               3107.17
1048576              3328.95
