# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   10431.39
2                   10858.11
4                   10934.66
8                   11015.17
16                  11067.23
32                  11133.48
64                  11053.62
128                 11120.89
256                 11167.95
512                 11403.99
1024                 7331.79
2048                 7453.38
4096                 7654.82
8192                 8003.80
16384                8731.20
32768               14922.77
65536               19132.07
131072              27943.51
262144              34029.97
524288              56614.71
1048576            103307.42
