# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     246.96
8                     250.00
16                    249.76
32                    249.99
64                    342.66
128                   346.19
256                   348.71
512                   350.31
1024                  355.27
2048                  388.45
4096                  375.35
8192                  387.78
16384                 409.84
32768                 488.30
65536                 629.17
131072               1113.81
262144               2182.57
524288               4320.64
1048576              8535.05
