# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    5185.90
2                    5132.45
4                    5183.35
8                    5240.89
16                   5280.08
32                   5310.75
64                   5346.26
128                 14733.85
256                  8867.77
512                  5716.69
1024                  329.93
2048                  334.25
4096                  356.39
8192                 2317.31
16384                2343.25
32768                2402.10
65536                2412.98
131072               2444.96
262144               9863.82
524288              12906.33
1048576             19430.45
