# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      36.79
8                      37.10
16                     37.09
32                     37.96
64                     54.81
128                    58.76
256                    62.25
512                    64.65
1024                  110.31
2048                   77.27
4096                   79.76
8192                   83.48
16384                  94.54
32768                 135.75
65536                 175.02
131072                267.15
262144                465.84
524288                843.02
1048576              1592.82
