# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      46.32
2                      46.25
4                      46.32
8                      47.65
16                     56.82
32                     56.89
64                     72.01
128                    59.23
256                    60.80
512                    39.56
1024                   40.56
2048                   43.15
4096                   48.96
8192                   67.32
16384                 102.02
32768                 157.50
65536                 276.27
131072                531.98
262144               1104.29
524288               2269.14
1048576              4883.99
