# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      60.73
2                      60.82
4                      60.52
8                      60.94
16                     60.42
32                     60.31
64                     60.39
128                    60.74
256                    60.73
512                    60.90
1024                   61.31
2048                   61.65
4096                   86.38
8192                   84.47
16384                  85.96
32768                  85.28
65536                  87.29
131072                 93.94
262144                107.32
524288                149.60
1048576               237.55
