# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      56.20
8                      57.47
16                     57.40
32                     58.19
64                     57.04
128                    95.20
256                    96.69
512                   113.85
1024                  145.45
2048                  123.02
4096                  121.05
8192                 8211.54
16384               10283.67
32768               11896.83
65536               12289.81
131072               7022.62
262144              10746.68
524288              23269.27
1048576             41839.63
