# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     430.21
2                     422.75
4                     424.12
8                     424.83
16                    424.36
32                    424.59
64                    426.32
128                   428.66
256                   427.08
512                   427.34
1024                  495.39
2048                  535.23
4096                  455.54
8192                 7010.44
16384                1107.75
32768                1140.32
65536                2110.06
131072               2140.72
262144               4137.27
524288               8415.48
1048576             23725.61
