# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.98
2                      11.00
4                      10.98
8                      11.00
16                     10.98
32                     11.12
64                     12.17
128                    13.58
256                    14.07
512                    14.36
1024                   14.89
2048                   15.58
4096                   17.12
8192                   21.45
16384                  29.44
32768                  41.72
65536                  65.66
131072                115.81
262144                211.23
524288                414.62
1048576               811.32
