# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.98
2                      11.02
4                      10.91
8                      10.85
16                     10.90
32                     10.99
64                     12.04
128                    13.55
256                    14.11
512                    14.36
1024                   14.89
2048                   15.54
4096                   17.01
8192                   21.35
16384                  29.01
32768                  41.30
65536                  65.90
131072                114.60
262144                213.06
524288                412.21
1048576               811.10
