# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.30
2                       8.33
4                       8.18
8                       8.19
16                      8.25
32                      8.24
64                      8.92
128                     8.85
256                    11.00
512                    10.97
1024                   11.61
2048                   13.19
4096                   16.23
8192                   11.96
16384                  15.50
32768                  18.49
65536                  30.75
131072                 49.89
262144                 83.81
524288                131.99
1048576               255.28
