# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.18
2                      22.63
4                      22.73
8                      24.49
16                     26.04
32                     27.68
64                     28.58
128                    46.44
256                    34.20
512                    36.78
1024                   42.14
2048                   56.31
4096                   81.39
8192                  123.56
16384                 203.81
32768                 354.05
65536                 656.40
131072               1258.04
262144               2464.26
524288               4930.31
1048576             10160.23
