# OSU RCCL-ROCM Allreduce Latency Test v7.5.2
# Size       Avg Latency(us)
4                      37.17
8                      36.91
16                     36.77
32                     38.60
64                     41.90
128                    47.61
256                    47.58
512                    48.08
1024                   48.37
2048                   49.10
4096                   50.16
8192                   51.82
16384                  53.04
32768                  52.98
65536                  52.51
131072                 53.04
262144                 96.02
524288                119.91
1048576               130.88
