# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     153.64
8                     157.09
16                    157.30
32                    157.17
64                    153.51
128                   156.85
256                   156.39
512                   157.60
1024                  159.85
2048                  164.71
4096                  176.17
8192                  194.09
16384                 206.55
32768                 278.55
65536                 472.55
131072                903.00
262144               1802.59
524288               3567.06
1048576              7101.61
