# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                     169.11
2                     169.10
4                     169.39
8                     170.10
16                    170.59
32                    170.73
64                    172.49
128                   173.63
256                   175.03
512                   180.17
1024                  197.58
2048                  914.84
4096                  944.23
8192                 1004.70
16384                1098.46
32768               37569.20
65536                4310.24
131072               4476.42
262144               8028.87
524288               8011.02
1048576              7642.15
