# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      19.42
2                      19.08
4                      25.28
8                      25.71
16                     26.77
32                     35.03
64                     35.50
128                    36.10
256                    38.53
512                    23.36
1024                   25.78
2048                   26.04
4096                   31.16
8192                   29.34
16384                  40.21
32768                  62.64
65536                 103.10
131072                183.69
262144                353.89
524288                694.83
1048576              1243.24
