# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      44.24
2                      43.11
4                      44.75
8                      45.31
16                     50.75
32                     50.48
64                     51.29
128                    52.40
256                    53.50
512                    44.49
1024                   44.75
2048                   45.23
4096                   47.07
8192                   58.86
16384                  84.80
32768                 152.17
65536                 272.75
131072                581.72
262144               1232.36
524288               2633.59
1048576              5723.10
