# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.59
2                      21.53
4                      30.33
8                      30.05
16                     31.06
32                     38.78
64                     38.93
128                    48.53
256                    40.80
512                    22.39
1024                   22.97
2048                   23.72
4096                   25.25
8192                   33.54
16384                  54.29
32768                  80.40
65536                 134.25
131072                258.01
262144                519.79
524288               1119.49
1048576              2406.16
