# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     140.27
2                      84.26
4                      82.45
8                      82.73
16                     83.89
32                     84.12
64                     88.83
128                   102.42
256                  1172.08
512                  2830.48
1024                 3869.79
2048                  350.37
4096                  397.37
8192                  587.23
16384                1019.35
32768                3250.60
65536                8185.40
131072              17747.66
262144              37692.95
524288              80243.27
1048576            164305.25
