# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      26.03
2                      26.14
4                      27.79
8                      30.12
16                     31.59
32                     33.31
64                     35.95
128                    37.28
256                    38.47
512                    42.61
1024                   56.67
2048                   85.12
4096                  116.29
8192                  193.85
16384                 348.60
32768                 658.08
65536                1285.94
131072               2540.01
262144               5052.21
524288              10164.79
1048576             20489.52
