# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     108.39
2                     108.41
4                     109.18
8                     113.81
16                    126.88
32                   1460.00
64                    282.50
128                   311.19
256                   360.55
512                 11290.99
1024                 1841.41
2048                 2480.59
4096                 4710.31
8192                11449.69
16384               20578.27
32768               39055.17
65536               80611.35
131072             163872.58
262144             328133.72
524288             653404.68
1048576           1312102.49
