# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      48.49
2                      50.64
4                      53.63
8                      78.23
16                     71.16
32                     67.88
64                    211.40
128                   224.53
256                   245.21
512                   292.99
1024                  387.09
2048                  745.26
4096                 1065.74
8192                 2366.29
16384                3559.93
32768                5826.36
65536               10765.28
131072              21059.68
262144              41162.41
524288              81651.20
1048576            166534.25
