# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     125.55
2                     127.22
4                     137.98
8                     138.70
16                    139.56
32                    144.77
64                    161.10
128                   164.18
256                   161.18
512                   206.59
1024                  201.79
2048                  190.67
4096                  193.50
8192                  223.67
16384                 329.66
32768                 628.50
65536                1135.92
131072               2489.55
262144               5271.12
524288               9672.69
1048576             19343.27
