# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      14.99
2                      15.75
4                      15.91
8                      16.46
16                     17.73
32                     18.00
64                     18.93
128                    20.27
256                    28.06
512                    26.39
1024                   30.22
2048                   45.66
4096                   65.92
8192                   96.38
16384                 161.25
32768                 295.73
65536                 565.42
131072               1122.70
262144               2256.96
524288               4795.05
1048576              9927.64
