# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    3000.80
2                    3111.56
4                    3165.67
8                    3131.82
16                   3103.62
32                   2676.24
64                   2720.24
128                  2740.10
256                  8850.69
512                  5473.40
1024                   95.42
2048                   98.57
4096                   96.58
8192                  113.80
16384                 159.99
32768                 267.42
65536                 489.07
131072               1009.99
262144               2278.26
524288               3949.53
1048576              7619.25
