# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.11
2                      23.29
4                      23.32
8                      24.46
16                     23.11
32                     23.90
64                     24.59
128                    25.04
256                    25.19
512                    25.91
1024                   35.01
2048                 1349.82
4096                 3267.55
8192                 4493.87
16384                 826.82
32768                 851.04
65536                 180.54
131072                208.03
262144                287.52
524288                437.58
1048576               758.11
