# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     125.71
2                     127.38
4                     142.71
8                     142.92
16                    155.86
32                    146.83
64                    149.48
128                   156.66
256                   169.43
512                   236.78
1024                  188.45
2048                  192.69
4096                  212.94
8192                  275.95
16384                 403.97
32768                 644.95
65536                1211.61
131072               2459.93
262144               6176.17
524288              10546.16
1048576             19862.71
