# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      26.56
2                      26.75
4                      27.96
8                      28.30
16                     29.98
32                     31.58
64                     38.89
128                    38.22
256                    41.15
512                    58.99
1024                   84.10
2048                  119.03
4096                  170.49
8192                  278.69
16384                 506.46
32768                 974.02
65536                1892.92
131072               3892.51
262144               8748.34
524288              21002.71
1048576             43916.33
