# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      44.67
8                      44.32
16                     44.43
32                     45.42
64                     44.82
128                    74.33
256                    77.62
512                    80.17
1024                   83.21
2048                   87.50
4096                   93.36
8192                  105.25
16384                 107.13
32768                 247.66
65536                 512.96
131072               1042.58
262144                859.04
524288               2346.22
1048576              1797.51
