# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                       4.97
8                       4.89
16                      4.77
32                      5.15
64                      5.74
128                     5.78
256                     6.25
512                     6.33
1024                    6.49
2048                    7.46
4096                    9.17
8192                   14.60
16384                  19.37
32768                  26.34
65536                  37.10
131072                 59.23
262144                108.48
524288                215.58
1048576               431.44
