# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      74.05
2                      74.08
4                      76.13
8                      88.22
16                     88.84
32                     97.62
64                     91.71
128                    93.94
256                    98.46
512                   108.21
1024                   80.57
2048                   93.89
4096                   99.70
8192                  134.94
16384                 202.61
32768                 312.21
65536                 555.10
131072               1095.89
262144               2977.32
524288               5230.67
1048576              9691.12
